"name","global_sales_m","na_sales_m","eu_sales_m","jp_sales_m","other_sales_m","meta_critic_score","meta_user_score","platform","plf_con","plf_pc","publisher","developer","num_g_pub","game_genre","gen_action","gen_adventure","gen_racing","gen_roleplaying","gen_simulation","gen_sports","gen_strategy","gen_mmo","gen_misc","franchise","originalcost_$","meta_release_date","singleplayer","multiplayer","coop","controller","meta_esrb","esrb_everyone","esrb_teens","esrb_adults","esrb_pending","indie","soundtrack","presence","languages","num_languages","platform_release_date","platform_release_year","release_diff_days"
"Just Cause 3",0.16,0.03,0.12,NA,0.01,74,55,"PC",0,1,"Square Enix  ","Avalanche Studios  ",318,"Action-Adventure",1,0,0,0,0,0,0,0,0,1,19.99,2015-11-30,1,1,1,1,"M",0,0,1,0,0,0,1001686,"English, French, Italian, German, Arabic, Polish, Russian, Japanese",8,1962-01-01,1962,19691
"Just Cause 3",1.01,0.52,0.41,NA,0.09,71,69,"Xbox One",1,0,"Square Enix  ","Avalanche Studios  ",318,"Action-Adventure",1,0,0,0,0,0,0,0,0,1,19.99,2015-12-01,1,1,1,1,"M",0,0,1,0,0,0,1001686,"English, French, Italian, German, Arabic, Polish, Russian, Japanese",8,2013-11-22,2013,739
"Just Cause 3",1.98,0.53,1.07,0.09,0.3,73,63,"PlayStation 4",1,0,"Square Enix  ","Avalanche Studios  ",318,"Action-Adventure",1,0,0,0,0,0,0,0,0,1,19.99,2015-12-01,1,1,1,1,"M",0,0,1,0,0,0,1001686,"English, French, Italian, German, Arabic, Polish, Russian, Japanese",8,2013-11-15,2013,746
"Wolfenstein: The New Order",0.75,0.39,0.3,NA,0.06,79,78,"Xbox One",1,0,"Bethesda Softworks  ","MachineGames  ",82,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2014-05-20,1,0,0,1,"M",0,0,1,0,0,0,1002326,"English, French, Italian, Japanese, Polish, Russian",6,2013-11-22,2013,179
"Attack on Titan 2",0.09,0.08,NA,NA,0.01,74,70,"Xbox One",1,0,"Koei Tecmo  ","Omega Force  ",15,"Action",1,0,0,0,0,0,0,0,0,0,59.99,2018-03-20,1,1,1,1,"M",0,0,1,0,0,0,1000756,"English, Japanese, Korean, French, Italian, German",6,2013-11-22,2013,1579
"Attack on Titan 2",0.22,0.09,0.04,0.06,0.03,75,70,"PlayStation 4",1,0,"Koei Tecmo  ","Omega Force  ",15,"Action",1,0,0,0,0,0,0,0,0,0,59.99,2018-03-20,1,1,1,1,"M",0,0,1,0,0,0,1000756,"English, Japanese, Korean, French, Italian, German",6,2013-11-15,2013,1586
"Warhammer 40,000: Space Marine",0.56,0.25,0.26,NA,0.06,76,78,"Xbox 360",1,0,"THQ  ","Relic Entertainment  ",527,"Shooter",1,0,0,0,0,0,0,0,0,1,29.99,2011-09-06,1,1,1,1,"M",0,0,1,0,0,0,874557,"English, French, German, Italian, Russian",5,2005-11-22,2005,2114
"Warhammer 40,000: Space Marine",0.45,0.13,0.24,NA,0.08,70,74,"PlayStation 3",1,0,"THQ  ","Relic Entertainment  ",527,"Shooter",1,0,0,0,0,0,0,0,0,1,29.99,2011-09-06,1,1,1,1,"M",0,0,1,0,0,0,874557,"English, French, German, Italian, Russian",5,2006-11-11,2006,1760
"Call of Cthulhu",0.05,0.05,NA,NA,0.01,66,59,"Xbox One",1,0,"Focus Home Interactive  ","Cyanide  ",81,"Role-Playing",0,0,0,1,0,0,0,0,0,0,39.99,2018-10-30,1,0,0,1,"M",0,0,1,0,0,0,233004,"English, French, Italian, German, Czech, Russian, Polish, Japanese, Korean",9,2013-11-22,2013,1803
"Call of Cthulhu",0.12,0.07,0.03,NA,0.02,63,73,"PlayStation 4",1,0,"Focus Home Interactive  ","Cyanide  ",81,"Role-Playing",0,0,0,1,0,0,0,0,0,0,39.99,2018-10-30,1,0,0,1,"M",0,0,1,0,0,0,233004,"English, French, Italian, German, Czech, Russian, Polish, Japanese, Korean",9,2013-11-15,2013,1810
"South Park: The Stick of Truth",0.19,0.07,0.1,NA,0.02,85,86,"PC",0,1,"Ubisoft  ","Obsidian Entertainment  ",802,"Role-Playing",0,0,0,1,0,0,0,0,0,0,29.99,2014-03-04,1,0,0,1,"M",0,0,1,0,0,0,994972,"English, French, Italian, German, Polish, Russian",6,1962-01-01,1962,19055
"South Park: The Stick of Truth",0.97,0.44,0.36,NA,0.16,85,85,"PlayStation 3",1,0,"Ubisoft  ","Obsidian Entertainment  ",802,"Role-Playing",0,0,0,1,0,0,0,0,0,0,29.99,2014-03-04,1,0,0,1,"M",0,0,1,0,0,0,994972,"English, French, Italian, German, Polish, Russian",6,2006-11-11,2006,2670
"South Park: The Stick of Truth",0.96,0.6,0.27,NA,0.09,82,85,"Xbox 360",1,0,"Ubisoft  ","Obsidian Entertainment  ",802,"Role-Playing",0,0,0,1,0,0,0,0,0,0,29.99,2014-03-04,1,0,0,1,"M",0,0,1,0,0,0,994972,"English, French, Italian, German, Polish, Russian",6,2005-11-22,2005,3024
"Sonic Mania",0.31,0.1,0.15,0.01,0.05,86,84,"PlayStation 4",1,0,"Sega  ","PagodaWest Games  ",1334,"Platform",1,0,0,0,0,0,0,0,0,1,19.99,2017-08-15,1,1,0,1,"E",1,0,0,0,0,0,1000908,"English, French, Italian, German, Japanese, Korean",6,2013-11-15,2013,1369
"Resident Evil 5",0.07,0.05,NA,0.01,0.01,69,74,"PlayStation 4",1,0,"Capcom  ","Capcom  ",549,"Action",1,0,0,0,0,0,0,0,0,1,19.99,2016-06-28,1,1,1,1,"M",0,0,1,0,0,0,1001711,"English, French, German, Italian, Japanese, Czech, Polish, Russian",8,2013-11-15,2013,956
"Resident Evil 5",5.1,1.96,1.42,1.08,0.64,84,75,"PlayStation 3",1,0,"Capcom  ","Capcom  ",549,"Action",1,0,0,0,0,0,0,0,0,1,19.99,2009-03-13,1,1,1,1,"M",0,0,1,0,0,0,1001711,"English, French, German, Italian, Japanese, Czech, Polish, Russian",8,2006-11-11,2006,853
"Resident Evil 5",3.53,2.13,0.93,0.12,0.34,83,75,"Xbox 360",1,0,"Capcom  ","Capcom  ",549,"Action",1,0,0,0,0,0,0,0,0,1,19.99,2009-03-13,1,1,1,1,"M",0,0,1,0,0,0,1001711,"English, French, German, Italian, Japanese, Czech, Polish, Russian",8,2005-11-22,2005,1207
"Call of Duty: Modern Warfare 3",13.35,5.54,5.78,0.49,1.54,88,32,"PlayStation 3",1,0,"Activision  ","Infinity Ward  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,39.99,2011-11-08,1,1,1,0,"M",0,0,1,0,0,0,1001640,"English, German, Italian, French",4,2006-11-11,2006,1823
"Call of Duty: Modern Warfare 3",14.82,9.07,4.29,0.13,1.33,88,34,"Xbox 360",1,0,"Activision  ","Infinity Ward  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,39.99,2011-11-08,1,1,1,0,"M",0,0,1,0,0,0,1001640,"English, German, Italian, French",4,2005-11-22,2005,2177
"Call of Duty: Modern Warfare Remastered",0.58,0.17,0.3,0.03,0.09,83,69,"PlayStation 4",1,0,"Activision  ","Infinity Ward  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,39.99,2016-11-04,1,1,1,0,"M",0,0,1,0,0,0,1001138,"English, French, Italian, German, Japanese, Korean, Polish, Russian",8,2013-11-15,2013,1085
"Saints Row: The Third",0.38,0.16,0.16,NA,0.05,84,81,"PC",0,1,"THQ  ","Volition Inc.  ",527,"Action",1,0,0,0,0,0,0,0,0,0,9.99,2011-11-14,1,1,1,1,"M",0,0,1,0,0,0,1001936,"English, Czech, Dutch, French, German, Italian, Polish, Russian",8,1962-01-01,1962,18214
"Saints Row: The Third",2.48,0.86,1.06,0.18,0.37,82,78,"PlayStation 3",1,0,"THQ  ","Volition Inc.  ",527,"Action",1,0,0,0,0,0,0,0,0,0,9.99,2011-11-15,1,1,1,1,"M",0,0,1,0,0,0,1001936,"English, Czech, Dutch, French, German, Italian, Polish, Russian",8,2006-11-11,2006,1830
"Saints Row: The Third",2.77,1.26,1.14,0.07,0.3,84,77,"Xbox 360",1,0,"THQ  ","Volition Inc.  ",527,"Action",1,0,0,0,0,0,0,0,0,0,9.99,2011-11-15,1,1,1,1,"M",0,0,1,0,0,0,1001936,"English, Czech, Dutch, French, German, Italian, Polish, Russian",8,2005-11-22,2005,2184
"Injustice 2",0.89,0.65,0.16,NA,0.09,89,82,"Xbox One",1,0,"Warner Bros. Interactive Entertainment  ","NetherRealm Studios  ",62,"Fighting",1,0,0,0,0,0,0,0,0,0,49.99,2017-05-16,1,1,0,1,"T",0,1,0,0,0,0,1001058,"English, French, Italian, German, Polish, Russian",6,2013-11-22,2013,1271
"Injustice 2",1.72,0.88,0.54,NA,0.29,87,81,"PlayStation 4",1,0,"Warner Bros. Interactive Entertainment  ","NetherRealm Studios  ",62,"Fighting",1,0,0,0,0,0,0,0,0,0,49.99,2017-05-16,1,1,0,1,"T",0,1,0,0,0,0,1001058,"English, French, Italian, German, Polish, Russian",6,2013-11-15,2013,1278
"Saints Row IV",1.69,1.01,0.51,0.01,0.15,81,66,"Xbox 360",1,0,"Deep Silver  ","Volition Inc.  ",75,"Action",1,0,0,0,0,0,0,0,0,1,14.99,2013-08-20,1,1,1,1,"M",0,0,1,0,0,0,1001624,"English, French, German, Italian, Polish, Russian, Japanese",7,2005-11-22,2005,2828
"Saints Row IV",1.33,0.58,0.45,0.09,0.21,76,63,"PlayStation 3",1,0,"Deep Silver  ","Volition Inc.  ",75,"Action",1,0,0,0,0,0,0,0,0,1,14.99,2013-08-20,1,1,1,1,"M",0,0,1,0,0,0,1001624,"English, French, German, Italian, Polish, Russian, Japanese",7,2006-11-11,2006,2474
"Fire Pro Wrestling World",0.12,0.06,0.02,0.03,0.02,79,71,"PlayStation 4",1,0,"Spike Chunsoft  ","Spike Chunsoft  ",13,"Fighting",1,0,0,0,0,0,0,0,0,0,29.99,2018-08-28,0,1,0,1,"T",0,1,0,0,0,0,161408,"English, Japanese",2,2013-11-15,2013,1747
"The Evil Within 2",1.05,0.31,0.49,0.09,0.15,76,85,"PlayStation 4",1,0,"Bethesda Softworks  ","Tango Gameworks  ",82,"Action",1,0,0,0,0,0,0,0,0,0,39.99,2017-10-13,1,0,0,0,"M",0,0,1,0,0,0,1001018,"English, French, Italian, German, Japanese, Russian, Korean, Polish",8,2013-11-15,2013,1428
"Story of Seasons: Trio of Towns",0.49,0.19,0.06,0.22,0.03,74,80,"Nintendo 3DS",1,0,"Marvelous Interactive  ","Marvelous Entertainment  ",90,"Simulation",0,0,0,0,1,0,0,0,0,0,49.99,2017-02-28,1,0,0,1,"E10+",1,0,0,0,0,0,206,"English, French, German, Japanese, Korean",5,2011-02-26,2011,2194
"Devil May Cry HD Collection",0.04,0.04,NA,NA,0,71,67,"Xbox One",1,0,"Capcom  ","Capcom  ",549,"Action",1,0,0,0,0,0,0,0,0,1,29.99,2018-03-13,1,0,0,1,"M",0,0,1,0,0,0,363823,"English, French, Italian, German, Japanese",5,2013-11-22,2013,1572
"Devil May Cry HD Collection",0.21,0.1,0.06,0.02,0.03,60,57,"PlayStation 4",1,0,"Capcom  ","Capcom  ",549,"Action",1,0,0,0,0,0,0,0,0,1,29.99,2018-03-13,1,0,0,1,"M",0,0,1,0,0,0,363823,"English, French, Italian, German, Japanese",5,2013-11-15,2013,1579
"Battlefield 3",7.21,2.86,2.94,0.35,1.07,85,75,"PlayStation 3",1,0,"Electronic Arts  ","Dice  ",761,"Shooter",1,0,0,0,0,0,0,0,0,1,39.99,2011-10-25,1,1,0,1,"M",0,0,1,0,0,0,1001523,"English, French, Italian, German, Polish, Russian, Japanese, Czech, Hungarian, Korean",10,2006-11-11,2006,1809
"Batman: Arkham Origins",2.4,1.08,0.88,0.04,0.4,76,77,"PlayStation 3",1,0,"Warner Bros. Interactive Entertainment  ","Warner Bros. Interactive Entertainment  ",62,"Action-Adventure",1,0,0,0,0,0,0,0,0,0,19.99,2013-10-25,1,1,0,1,"T",0,1,0,0,0,0,1001605,"English, German, French, Italian, Korean, Russian, Polish",7,2006-11-11,2006,2540
"BioShock",1.44,0.75,0.48,0.01,0.21,94,88,"PlayStation 3",1,0,"2K Games  ","2K Boston / 2K Australia / 2K Marin  ",97,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2008-10-21,1,0,0,1,"M",0,0,1,0,0,0,1002857,"English, French, German, Italian",4,2006-11-11,2006,710
"BioShock",2.83,1.65,0.85,0.05,0.28,96,89,"Xbox 360",1,0,"2K Games  ","2K Australia / 2K Boston  ",97,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2007-08-21,1,0,0,1,"M",0,0,1,0,0,0,1002857,"English, French, German, Italian",4,2005-11-22,2005,637
"Rocksmith",0.12,0.07,0.03,NA,0.01,78,82,"PC",0,1,"Ubisoft  ","Ubisoft  ",802,"Misc",0,0,0,0,0,0,0,0,1,1,29.99,2012-10-16,1,0,0,0,"T",0,1,0,0,0,0,526805,"English, German, French, Italian, Japanese, Dutch",6,1962-01-01,1962,18551
"Sonic Generations",0.11,0.02,0.07,NA,0.02,77,83,"PC",0,1,"Sega  ","Sega  ",1334,"Platform",1,0,0,0,0,0,0,0,0,1,19.99,2011-11-03,1,0,0,1,"E",1,0,0,0,0,0,1000869,"English, French, German, Italian",4,1962-01-01,1962,18203
"Sonic Generations",1.59,0.6,0.72,0.02,0.25,76,83,"PlayStation 3",1,0,"Sega  ","Sonic Team  ",1334,"Platform",1,0,0,0,0,0,0,0,0,1,19.99,2011-11-01,1,0,0,1,"E",1,0,0,0,0,0,1000869,"English, French, German, Italian",4,2006-11-11,2006,1816
"Sonic Generations",1.39,0.71,0.54,0,0.13,77,84,"Xbox 360",1,0,"Sega  ","Sonic Team  ",1334,"Platform",1,0,0,0,0,0,0,0,0,1,19.99,2011-11-01,1,0,0,1,"E",1,0,0,0,0,0,1000869,"English, French, German, Italian",4,2005-11-22,2005,2170
"Sonic Generations",1.06,0.44,0.52,0.01,0.08,66,67,"Nintendo 3DS",1,0,"Sega  ","Sonic Team  ",1334,"Platform",1,0,0,0,0,0,0,0,0,1,19.99,2011-11-22,1,0,0,1,"E",1,0,0,0,0,0,1000869,"English, French, German, Italian",4,2011-02-26,2011,269
"Battlefield: Bad Company 2",3.48,2.11,1.01,0.04,0.33,88,86,"Xbox 360",1,0,"Electronic Arts  ","EA Digital Illusions CE  ",761,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2010-03-02,1,1,1,0,"M",0,0,1,0,0,0,1001187,"English, French, German, Italian, Japanese, Polish",6,2005-11-22,2005,1561
"Battlefield: Bad Company 2",2.96,1.33,1.11,0.08,0.44,88,86,"PlayStation 3",1,0,"Electronic Arts  ","EA Digital Illusions CE  ",761,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2010-03-02,1,1,1,0,"M",0,0,1,0,0,0,1001187,"English, French, German, Italian, Japanese, Polish",6,2006-11-11,2006,1207
"Sunset Overdrive",1.16,0.64,0.42,0,0.1,81,78,"Xbox One",1,0,"Microsoft Studios  ","Insomniac Games  ",96,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2014-10-28,1,0,1,1,"M",0,0,1,0,0,0,437139,"English, French, Italian, German, Japanese, Polish, Russian",7,2013-11-22,2013,340
"Resident Evil 4",0.05,0.04,NA,NA,0.01,76,81,"Xbox One",1,0,"Capcom  ","Capcom  ",549,"Action-Adventure",1,0,0,0,0,0,0,0,0,1,19.99,2016-08-30,1,0,0,1,"M",0,0,1,0,0,0,1001490,"English, French, German, Italian",4,2013-11-22,2013,1012
"Resident Evil 4",0.1,0.07,NA,0.01,0.02,82,82,"PlayStation 4",1,0,"Capcom  ","Capcom  ",549,"Action-Adventure",1,0,0,0,0,0,0,0,0,1,19.99,2016-08-30,1,0,0,1,"M",0,0,1,0,0,0,1001490,"English, French, German, Italian",4,2013-11-15,2013,1019
"Resident Evil 6",3.12,0.88,0.97,0.88,0.39,74,55,"PlayStation 3",1,0,"Capcom  ","Capcom  ",549,"Action",1,0,0,0,0,0,0,0,0,1,29.99,2012-10-02,1,1,1,1,"M",0,0,1,0,0,0,1001474,"English, French, German, Italian, Polish, Russian",6,2006-11-11,2006,2152
"Resident Evil 6",0.17,0.1,NA,0.05,0.02,60,66,"PlayStation 4",1,0,"Capcom  ","Capcom  ",549,"Shooter",1,0,0,0,0,0,0,0,0,1,29.99,2016-03-29,1,1,1,1,"M",0,0,1,0,0,0,1001474,"English, French, German, Italian, Polish, Russian",6,2013-11-15,2013,865
"Resident Evil 6",1.97,1.12,0.61,0.07,0.16,67,51,"Xbox 360",1,0,"Capcom  ","Capcom  ",549,"Action",1,0,0,0,0,0,0,0,0,1,29.99,2012-10-02,1,1,1,1,"M",0,0,1,0,0,0,1001474,"English, French, German, Italian, Polish, Russian",6,2005-11-22,2005,2506
"Call of Duty 4: Modern Warfare",1.05,0.95,0.02,0.01,0.08,75,72,"Nintendo DS",1,0,"Activision  ","n-Space  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,19.99,2007-11-05,1,1,1,0,"T",0,1,0,0,0,0,1001606,"English, French, German, Italian",4,2004-11-21,2004,1079
"Call of Duty 4: Modern Warfare",1.15,NA,1.12,NA,0.03,92,85,"PC",0,1,"Activision  ","Infinity Ward  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,19.99,2007-11-05,1,1,1,0,"M",0,0,1,0,0,0,1001606,"English, French, German, Italian",4,1962-01-01,1962,16744
"Call of Duty 4: Modern Warfare",6.72,3.13,2.27,0.28,1.04,94,84,"PlayStation 3",1,0,"Activision  ","Infinity Ward  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,19.99,2007-11-05,1,1,1,0,"M",0,0,1,0,0,0,1001606,"English, French, German, Italian",4,2006-11-11,2006,359
"Call of Duty 4: Modern Warfare",9.41,5.98,2.39,0.13,0.91,94,85,"Xbox 360",1,0,"Activision  ","Infinity Ward  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,19.99,2007-11-05,1,1,1,0,"M",0,0,1,0,0,0,1001606,"English, French, German, Italian",4,2005-11-22,2005,713
"XCOM: Enemy Unknown",0.72,0.28,0.37,NA,0.07,89,82,"PC",0,1,"2K Games  ","Firaxis Games  ",97,"Strategy",0,0,0,0,0,0,1,0,0,1,29.99,2012-10-08,1,1,0,1,"M",0,0,1,0,0,0,987743,"English, German, French, Italian, Korean, Russian, Japanese, Polish",8,1962-01-01,1962,18543
"XCOM: Enemy Unknown",0.59,0.25,0.24,NA,0.1,89,82,"PlayStation 3",1,0,"2K Games  ","Firaxis Games  ",97,"Strategy",0,0,0,0,0,0,1,0,0,1,29.99,2012-10-09,1,1,0,1,"M",0,0,1,0,0,0,987743,"English, German, French, Italian, Korean, Russian, Japanese, Polish",8,2006-11-11,2006,2159
"XCOM: Enemy Unknown",0.63,0.36,0.22,NA,0.06,90,83,"Xbox 360",1,0,"2K Games  ","Firaxis Games  ",97,"Sports",0,0,0,0,0,1,0,0,0,1,29.99,2012-10-09,1,1,0,1,"M",0,0,1,0,0,0,987743,"English, German, French, Italian, Korean, Russian, Japanese, Polish",8,2005-11-22,2005,2513
"Steep",1.01,0.23,0.6,0.02,0.15,71,64,"PlayStation 4",1,0,"Ubisoft  ","Ubisoft Annecy  ",802,"Sports",0,0,0,0,0,1,0,0,0,0,29.99,2016-12-02,1,1,1,1,"T",0,1,0,0,0,0,575959,"English, French, Italian, German, Japanese, Dutch, Polish, Russian",8,2013-11-15,2013,1113
"Bulletstorm: Full Clip Edition",0.13,0.05,0.06,NA,0.02,75,69,"PlayStation 4",1,0,"Gearbox Software  ","People Can Fly  ",10,"Shooter",1,0,0,0,0,0,0,0,0,0,39.99,2017-04-07,1,1,1,1,"M",0,0,1,0,0,0,78576,"English, French, Italian, German, Japanese, Polish, Russian",7,2013-11-15,2013,1239
"Darksiders III",0.01,NA,0.01,NA,0,71,74,"PC",0,1,"THQ Nordic  ","Gunfire Games  ",25,"Action",1,0,0,0,0,0,0,0,0,1,59.99,2018-11-27,1,0,0,1,"M",0,0,1,0,0,0,418541,"English, French, Italian, German, Arabic, Japanese, Korean, Polish, Russian",9,1962-01-01,1962,20784
"Darksiders III",0.25,0.13,0.07,NA,0.04,63,75,"PlayStation 4",1,0,"THQ Nordic  ","Gunfire Games  ",25,"Action",1,0,0,0,0,0,0,0,0,1,59.99,2018-11-27,1,0,0,1,"M",0,0,1,0,0,0,418541,"English, French, Italian, German, Arabic, Japanese, Korean, Polish, Russian",9,2013-11-15,2013,1838
"Sudden Strike 4",0.02,0.01,0.01,NA,0,70,75,"PC",0,1,"Kalypso Media  ","Kite Games  ",22,"Strategy",0,0,0,0,0,0,1,0,0,0,19.99,2017-08-11,1,1,0,1,"T",0,1,0,0,0,0,180832,"English, French, Italian, German, Russian, Polish, Korean, Japanese",8,1962-01-01,1962,20311
"Sudden Strike 4",0.1,0.05,0.03,0.01,0.02,63,72,"PlayStation 4",1,0,"Kalypso Media  ","Kite Games  ",22,"Strategy",0,0,0,0,0,0,1,0,0,0,19.99,2017-08-15,1,1,0,1,"T",0,1,0,0,0,0,180832,"English, French, Italian, German, Russian, Polish, Korean, Japanese",8,2013-11-15,2013,1369
"F.E.A.R. 2: Project Origin",0.47,0.19,0.2,0.01,0.08,79,79,"PlayStation 3",1,0,"Warner Bros. Interactive  ","Monolith Productions  ",62,"Shooter",1,0,0,0,0,0,0,0,0,0,14.99,2009-02-10,1,1,1,0,"M",0,0,1,0,0,0,521531,"English, French, Italian, German, Czech, Hungarian, Polish, Russian",8,2006-11-11,2006,822
"F.E.A.R. 2: Project Origin",0.52,0.32,0.15,0,0.05,77,79,"Xbox 360",1,0,"Warner Bros. Interactive  ","Monolith Productions  ",62,"Shooter",1,0,0,0,0,0,0,0,0,0,14.99,2009-02-10,1,1,1,0,"M",0,0,1,0,0,0,521531,"English, French, Italian, German, Czech, Hungarian, Polish, Russian",8,2005-11-22,2005,1176
"WWE 2K19",0.98,0.36,0.46,NA,0.16,77,55,"PlayStation 4",1,0,"2K Sports  ","Visual Concepts  ",57,"Fighting",1,0,0,0,0,0,0,0,0,1,59.99,2018-10-05,1,1,1,1,"T",0,1,0,0,0,0,568455,"English, French, Italian, German, Arabic",5,2013-11-15,2013,1785
"WWE 2K19",0.48,0.3,0.14,NA,0.04,77,46,"Xbox One",1,0,"2K Sports  ","Visual Concepts  ",57,"Fighting",1,0,0,0,0,0,0,0,0,1,59.99,2018-10-05,1,1,1,1,"T",0,1,0,0,0,0,568455,"English, French, Italian, German, Arabic",5,2013-11-22,2013,1778
"Ultimate Marvel vs. Capcom 3",0.26,0.19,NA,0.02,0.04,77,72,"PlayStation 4",1,0,"Capcom  ","Capcom  ",549,"Fighting",1,0,0,0,0,0,0,0,0,0,24.99,2016-12-03,1,1,0,1,"T",0,1,0,0,0,0,1000604,"English, Japanese, French, Italian, German",5,2013-11-15,2013,1114
"Burnout Paradise Remastered",0.37,0.08,0.22,0.01,0.06,82,65,"PlayStation 4",1,0,"Electronic Arts  ","Stellar Entertainment  ",761,"Racing",0,0,1,0,0,0,0,0,0,0,19.99,2018-03-16,1,1,1,1,"E10+",1,0,0,0,0,0,101219,"English, French, German, Japanese, Polish, Russian",6,2013-11-15,2013,1582
"Burnout Paradise Remastered",0.11,0.06,0.04,NA,0.01,79,66,"Xbox One",1,0,"Electronic Arts  ","Stellar Entertainment  ",761,"Racing",0,0,1,0,0,0,0,0,0,0,19.99,2018-03-16,1,1,1,1,"E10+",1,0,0,0,0,0,101219,"English, French, German, Japanese, Polish, Russian",6,2013-11-22,2013,1575
"Company of Heroes",0.04,NA,0.04,NA,0,93,88,"PC",0,1,"THQ  ","Relic  ",527,"Strategy",0,0,0,0,0,0,1,0,0,1,19.99,2006-09-13,1,1,1,0,"M",0,0,1,0,0,0,1000917,"English, French, Italian, German, Czech, Japanese, Korean, Polish, Russian",9,1962-01-01,1962,16326
"Vampyr",0.37,0.12,0.19,NA,0.06,70,72,"PlayStation 4",1,0,"Focus Home Interactive  ","DONTNOD Entertainment  ",81,"Role-Playing",0,0,0,1,0,0,0,0,0,0,49.99,2018-06-05,1,0,0,1,"M",0,0,1,0,0,0,296076,"English, French, German, Russian, Polish, Italian",6,2013-11-15,2013,1663
"Vampyr",0,NA,0,NA,0,72,69,"PC",0,1,"Focus Home Interactive  ","DONTNOD Entertainment  ",81,"Role-Playing",0,0,0,1,0,0,0,0,0,0,49.99,2018-06-04,1,0,0,1,"M",0,0,1,0,0,0,296076,"English, French, German, Russian, Polish, Italian",6,1962-01-01,1962,20608
"Vampyr",0.12,0.07,0.04,NA,0.01,70,69,"Xbox One",1,0,"Focus Home Interactive  ","DONTNOD Entertainment  ",81,"Role-Playing",0,0,0,1,0,0,0,0,0,0,49.99,2018-06-05,1,0,0,1,"M",0,0,1,0,0,0,296076,"English, French, German, Russian, Polish, Italian",6,2013-11-22,2013,1656
"LEGO Marvel Super Heroes 2",1.11,0.33,0.6,0,0.18,73,71,"PlayStation 4",1,0,"Warner Bros. Interactive Entertainment  ","Traveller's Tales  ",62,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2017-11-14,1,1,1,1,"E10+",1,0,0,0,0,0,1000528,"English, French, Italian, German, Arabic, Danish, Dutch, Korean, Russian, Polish, Japanese",11,2013-11-15,2013,1460
"Bendy and the Ink Machine",0.18,0.15,NA,NA,0.03,71,56,"PlayStation 4",1,0,"Rooster Teeth Games  ","TheMeatly Games  ",NA,"Puzzle",0,0,0,0,0,0,0,0,1,1,NA,2018-11-20,1,0,0,1,"T",0,1,0,0,1,0,507692,"English, French, Italian, German, Japanese, Russian",6,2013-11-15,2013,1831
"Catherine",0.31,0.2,0.06,0.03,0.02,82,82,"Xbox 360",1,0,"Atlus  ","Atlus  ",309,"Puzzle",0,0,0,0,0,0,0,0,1,0,19.99,2011-07-26,1,0,0,1,"M",0,0,1,0,0,0,989569,"English, French, Italian, German, Japanese",5,2005-11-22,2005,2072
"Catherine",0.71,0.3,0.15,0.2,0.06,79,82,"PlayStation 3",1,0,"Atlus  ","Atlus  ",309,"Puzzle",0,0,0,0,0,0,0,0,1,0,19.99,2011-07-26,1,0,0,1,"M",0,0,1,0,0,0,989569,"English, French, Italian, German, Japanese",5,2006-11-11,2006,1718
"Dishonored: Death of the Outsider",0.04,0.01,0.03,NA,0,81,70,"PC",0,1,"Bethesda Softworks  ","Arkane Studios  ",82,"Action",1,0,0,0,0,0,0,0,0,0,29.99,2017-09-14,1,0,0,1,"M",0,0,1,0,0,0,150162,"English, French, Italian, German, Japanese, Polish, Russian",7,1962-01-01,1962,20345
"Dishonored: Death of the Outsider",0.33,0.1,0.18,NA,0.05,82,70,"PlayStation 4",1,0,"Bethesda Softworks  ","Arkane Studios  ",82,"Action",1,0,0,0,0,0,0,0,0,0,29.99,2017-09-15,1,0,0,1,"M",0,0,1,0,0,0,150162,"English, French, Italian, German, Japanese, Polish, Russian",7,2013-11-15,2013,1400
"The Legend of Heroes: Trails in the Sky",0.1,0.06,0,0.03,NA,79,83,"PlayStation Portable",1,0,"Xseed Games  ","Nihon Falcom Corporation  ",73,"Role-Playing",0,0,0,1,0,0,0,0,0,1,19.99,2011-03-28,1,0,0,1,"T",0,1,0,0,0,0,245929,"English",2,2005-03-24,2005,2195
"LEGO The Lord of the Rings",0.21,0.07,0.13,NA,0.02,80,81,"PC",0,1,"Warner Bros. Interactive Entertainment  ","Unknown  ",62,"Misc",0,0,0,0,0,0,0,0,1,0,19.99,2012-11-13,1,1,1,1,"E10+",1,0,0,0,0,0,706553,"English, Danish, Dutch, French, German, Italian, Polish, Russian",8,1962-01-01,1962,18579
